id,year,majortopic,subtopic,title,summary
8103,1998,19,1906,"FINANCE MINISTERS AGREE TO EXPLORE CLINTON I.M.F. PLAN","Finance ministers to explore Clinton's proposal to alter startegy of I.M.F. in helping economies"
8104,1998,20,2010,"THE TESTING OF A PRESIDENT: THE INVESTIGATION;","Starr's impeachment report to Congress"
8105,1998,12,1204,"Supreme Court Faces Old and New Issues","Supreme Court to rule on a mix of cases"
8106,1998,19,1906,"JAPANESE TELL U.S. THAT THEIR BANKS ARE IN BIG TROUBLE","Japan tells U.S. that their banking system is acutely short of capital"
8107,1998,17,1705,"To Buy Some Time, Russia to Sell U.S. Some Time in Space","Russia agrees to sell its research time in space to the United States"
8108,1998,23,2300,"Crowds Flock to Van Gogh Opening","Van Gogh exhibition"
8109,1998,3,301,"Reality of the H.M.O. System Doesn't Live Up to the Dream","Managed care not the answer to nation's health care needs"
8110,1998,20,2010,"WITH LINES DRAWN, HOUSE PANEL NEARS IMPEACHMENT VOTE","Investigation of President Clinton to be completed by end of the year"
8111,1998,15,1500,"A Financial Limbo","Measure to modernize nation's financial system stuck in Congress"
8112,1998,20,2012,"Schumer vs. D'Amato: Not So Opposite","New York Senate race:Schumer vs.D'Amato"
8113,1998,16,1602,"Serb Pullback May Forestall NATO Attack","Milosevic orders pullback of army which may forestall NATO attack on Serbia"
8114,1998,19,1921,"Brazil President Ahead","President Cardoso ahead as counting began in Brazil's election"
8115,1998,3,324,"U.S. Suit Charges Fraud by 2 Big Hospital Chains","U.S. Government sues two big hospital companies for fraud"
8116,1998,19,1925,"Serbs Continue Kosovo Terror, Annan Asserts","According to U.N. report Serbs continue Kosovo terror"
8117,1998,20,2010,"THE TESTING OF A PRESIDENT: NEWS ANALYSIS;","House considers Presidential impeachment"
8118,1998,1,100,"As Stocks Drop, Bond Prices Leap","Stocks fall but bonds surge"
8119,1998,19,1925,"No Safe Haven for Kosovo's Albanians","Ethnic Albanian refugees have fled to protect themselves"
8120,1998,20,2010,"THE TESTING OF A PRESIDENT: THE OVERVIEW;","House Committee votes to open formal impeachment investigation into President Clinton"
8121,1998,29,2900,"PRO BASKETBALL;","NBA announces cancellation of all preseason games due to stalled negotiations"
8122,1998,19,1906,"CLINTON APPEALS FOR JOINT ATTACK IN ECONOMIC CRISIS","Clinton urges top financial officials to develop a unified attack on the global economic crisis"
8123,1998,16,1605,"France Detects Iraqi Nerve Gas, Experts Assert","Nerve gas found on Iraqi warheads accordng to French weapons experts"
8124,1998,20,2012,"Republicans Yield On Spending Matters","Republicans yield on spending matters to keep spotlight on impeachment investigation"
8125,1998,3,302,"New York Bracing for Medicaid Managed Care","Medicaid recipients to enroll in Managed Care in New York"
8126,1998,17,1706,"The Formerly Staid Ma Bell Hatches a Secret Offspring","AT&T introduces new offspring"
8127,1998,19,1906,"Europe Sharpening Its Challenge To the U.S. Over Economic Crisis","European governments challenge U.S. over how to address world financial crisis"
8128,1998,20,2010,"THE TESTING OF A PRESIDENT: THE HOUSE;","Democratic leaders work to keep Democrats from defecting as House prepares to vote on impeachment inquiry"
8129,1998,16,1602,"U.S. IS STEPPING UP MILITARY THREATS AGAINST THE SERBS","U.S. intensifies threat of NATO to use force against the Serbs"
8130,1998,29,2900,"BASEBALL: LEAGUE CHAMPIONSHIP SERIES;","Yankees win Game 1 of Championship Series"
8131,1998,7,709,"Hapless Iguanas Float Away And Voyage Grips Biologists","15 iguanus floated 200 miles and into biological history"
8132,1998,15,1520,"MICROSOFT'S WORLD:A special report.;","Companys have difficulty competing with Microsoft's online services"
8133,1998,19,1921,"Breaking Bread in the Mideast","Netanyahu becomes first Prime Minister to cross into Gaza to meet with Palestinians"
8134,1998,20,2010,"THE TESTING OF A PRESIDENT: THE OVERVIEW;","President Clinton gives House members public leeway to cast a vote of principle on impeachment inquiry"
8135,1998,19,1906,"Economic Turmoil's Latest Turns Raise the Level of Anxiety in U.S.","Ongoing world economic crisis continues to effect U.S. economy raising level of anxiety; IMF"
8136,1998,15,1507,"Republicans Agree to New Limits On Consumer Bankruptcy Filings","Senate Republicans agree on overhaul of the bankruptcy system"
8137,1998,3,331,"AIDS Deaths in U.S. Drop by Nearly Half As Infections Go On","AIDS deaths drop to nearly half the number of the year before in the U.S."
8138,1998,20,2012,"In Close Race, D'Amato Seems The Main Issue","Senator D'Amato and Representative Schumer locked in tight race for U.S. Senate"
8139,1998,29,2900,"Yankees Lose Game 2 After Disputed Call","Yankees lose Game 2 after disputed call"
8140,1998,19,1910,"A Nobel in Literature","Portuguese author Saramago awarded Nobel Prize in Literature"
8141,1998,20,2010,"THE TESTING OF A PRESIDENT: NEWS ANALYSIS;","House opens formal impeachment inquiry into President Clinton"
8142,1998,31,3100,"Hare Krishna Movement Details Past Abuse at Its Boarding Schools","Hindu sect, Hare Krishna, exposes past abuse at its boarding schools"
8143,1998,1,100,"THE MARKETS;","U.S. markets affected by world economic crisis"
8144,1998,24,2400,"A Poll Finds Pataki With Broad Support","Governor Pataki has 2-to1 lead for re-election over opponent Vallone"
8145,1998,20,2010,"THE TESTING OF A PRESIDENT: THE OVERVIEW;","House votes along party lines to begin full-scale inquiry into the impeachment of Clinton"
8146,1998,16,1602,"AMERICANS REBUKE YUGOSLAV LEADER","U.S. threatens Milosevic to withdraw soldiers or face military action from NATO"
8147,1998,29,2900,"BASEBALL: LEAGUE CHAMPIONSHIP SERIES;","Yankees lose playoff game"
8148,1998,12,1299,"Killer Blames His Therapist, and Jury Agrees","Violent criminal that was found not guilty by reason of insanity, sued psychiatrist"
8149,1998,20,2011,"Congress Inching To End of Session","Congress approaching end of session"
8150,1998,19,1921,"STATE OF MISERY: A special report.;","Taliban expands military control and expels relief groups from Afghanistan"
8151,1998,19,1921,"Facing Severe Shortage of Food, Russia Seeks Foreign Relief Aid","Suffering from a bad harvest and plummeting ruble, Russia appeals for foreign aid"
8152,1998,24,2400,"With Little to Lose, Faltering Vallone Embraces Clinton","Democratic candidate for governor of New York defends Clinton"
8153,1998,20,2010,"Next Step on Impeachment Path: Arguing About the Witness List","Judiciary Committee members at odds over type of investigation to conduct in Clinton impeachment inquiry"
8154,1998,19,1921,"ISRAELI HAWK GETS FOREIGN MINISTRY","Ariel Sharon appointed Israel's Foreign Minister"
8155,1998,3,302,"SENATORS REJECT BILL TO REGULATE CARE BY H.M.O.'S","Senators reject bill that would regulate care by health maintenance organizations"
8156,1998,29,2900,"A Long Night for the Yankees","Yankees lose game in playoff series"
8157,1998,8,803,"U.S. BID TO BUILD CASPIAN PIPELINE APPEARS TO FAIL","U.S. campaign to build Caspian pipeline seems to fail"
8158,1998,31,3100,"A Jew's Odyssey From Catholic Nun to Saint","Pope John Paul II to announce cannonization of Edith Stein"
8159,1998,19,1921,"Security Experts Say Cult Is Back in Japan","Japan's cult responsible for nerve attack gas three years ago has returned"
8160,1998,20,2010,"Angry Voters Aren't Sure Where to Place the Blame","Washington voters not sure who to blame for current situation in Lewinsky scandal"
8161,1998,30,3000,"Clark Clifford, a Major Adviser To Four Presidents, Is Dead at 91","Major advisor to four Presidents, Clark Clifford, dies at 91"
8162,1998,16,1602,"As U.S. Presses Talks on Kosovo, Hope of Averting Air Strikes Rises","Enough common ground may have been found to avert NATO Air Strikes against Serbs"
8163,1998,20,2010,"Congress Gets Break in Season Of Sex Scandal","Congress gets break from Lewinksy scandal"
8164,1998,29,2900,"Yankees Win, 4-0, And Even Series","Yankees beat Indians tying Championship Series"
8165,1998,20,2010,"U.S. Policies: Testing Time","Lewinsky scandal affecting Clinton's policies"
8166,1998,6,602,"Best Little Election-Year Brawl In Texas Is for Control of Schools","Education board members chastise Governor Bush for lack of leadership in education issues"
8167,1998,20,2012,"Political Memo;","Congressional Democrats begin campaigning in nation's capital"
8168,1998,1,100,"Affluent Buyers Show Signs Of Caution About Spending;","Troubled U.S. economy is affecting consumer confidence"
8169,1998,1,100,"Confidence Buckling as Markets Plunge","Consumer confidence affected by market plunge and global financial crisis"
8170,1998,7,798,"Clues to the Ancients: Look Under These Jars","Marine exploration team finds amphoras deep in the Mediterranean"
8171,1998,3,331,"In Small Town, U.S.A., AIDS Presents New Set of Hardships","Concern arises over rural AIDS victims"
8172,1998,12,1201,"F.B.I. SET TO OPEN ITS DNA DATABASE FOR FIGHTING CRIME","FBI opens a national DNA database designed to catch repeat offenders worries civil libertarians afraid it will be used to give govt inordinate investigative power over citizens"
8173,1998,29,2900,"Yankees Take 3-2 Lead; Braves Avoid a Sweep","Baseball:Yankees beat Indians"
8174,1998,3,398,"Americans Win Nobel in Medicine","Three American pharmacologists receive Nobel Prize in Medicine"
8175,1998,20,2012,"Company Investigated by Vacco Is Tied to Funds for His Campaign","Company investigated by Attorney General Vacco is tied to funds for his campaign"
8176,1998,21,2102,"Costly Fight Rages in California Over Indian Gambling Measure","Federal prosecutors attempt to shut down Indian casinos in California"
8177,1998,19,1921,"In China, 35+ and Female = Unemployable","As China shifts towards a market economy, women over 35 continue to be laid off"
8178,1998,19,1921,"INTERNATIONAL BUSINESS;","Japan's Parliament approves legislation allowing the Government to nationalize failing banks"
8179,1998,12,1299,"Gay Man Dies From Attack, Fanning Outrage and Debate","Gay college student dies from attack"
8180,1998,19,1906,"A Truce in I.M.F. War","Republican Congressional leaders are close to an agreement on loans to I.M.F."
8181,1998,29,2900,"Padres' Best Is Beaten by Braves","Braves beat Padres in Championship Series game"
8182,1998,17,1707,"NEW TODAY: An Expanded Science Times","Science Times adds new pages for health, behavior, and fitness"
8183,1998,16,1602,"NATO OPENS WAY TO START BOMBING IN SERB PROVINCE","NATO decides to begin bombing campaign in Serbian province"
8184,1998,16,1602,"CONFLICT IN THE BALKANS: THE OVERVIEW;","Holbrooke announces agreement that averts immediate threat of NATO air strikes against Serbia"
8185,1998,6,603,"When Money Is Everything, Except Hers","Poorer school kids feel left out"
8186,1998,16,1602,"Echoes of Bosnia","Agreement on Kosovo fraught with dangers"
8187,1998,5,504,"Merrill Lynch to Cut 3,400 Jobs In Big Setback for New York City","Merrill Lynch to cut 3,400 jobs due to global economic turmoil"
8188,1998,20,2010,"Monica Who? Say Candidates In Close Races","Republicans stopmentioning Lewinsky scandal as a plus for their campaigns"
8189,1998,6,600,"BUDGET TALKS TRIP OVER SCHOOL AID AND OTHER ISSUES","Congressional Republicans and White House officials wrestle with differences over school aid"
8190,1998,17,1798,"Quantum Experts Win Nobel Prizes","Quantum experts win Nobel Prizes"
8191,1998,29,2900,"PRO BASKETBALL;","National Basketball Association cancels first two weeks of 1998-99 season"
8192,1998,29,2900,"BASEBALL: LEAGUE CHAMPIONSHIP SERIES;","Yankees win championship over Indians"
8193,1998,19,1921,"THE TESTING GROUND: A special report;","Israeli and Palestinian negotiations over land and security for Hebron"
8194,1998,7,705,"Albany to Make Trucks and Buses Pass Emission Tests, as Cars Do","New York plans to require its trucks and buses undergo emission tests"
8195,1998,19,1906,"Compromise for I.M.F.","$18 billion dollar deal to stem global financial crisis"
8196,1998,20,2010,"CONGRESS'S RATING CONTINUES TO SLIP IN INQUIRY'S WAKE","Support for the Republican-controlled Congress has eroded after impeachment inquiry"
8197,1998,29,2900,"BASEBALL: LEAGUE CHAMPIONSHIP SERIES;","Padres beat Braves, advancing to the World Series"
8198,1998,1,105,"Final Details On the Budget Taking Shape","Congressional Republicans and White House officials near budget agreement"
8199,1998,10,1003,"F.A.A. RECOMMENDS AIRLINES REPLACE INSULATION IN JETS","F.A.A. recommends replacing insulation on most of the world's jets"
8200,1998,6,602,"Schools Are Talk of California, But Not of the Candidates There","Education ranked as top concern among California voters, yet candidates don't speak about education"
8201,1998,19,1921,"Clinton Plea Opens Mideast Peace Talks","Clinton invites Palestinian and Israeli leaders to reach peace accord"
8202,1998,1,101,"THE MARKETS;","Federal Reserve unexpectedly cuts interest rates"
8203,1998,14,1403,"Another Trump Tower","Donald trump starts work on a residential skyscaper"
8204,1998,20,2012,"Holdover From Solid South Tries to Defy G.O.P.'s Tide","Race for Senate in a trasnformed South Carolina"
8205,1998,1,105,"THE BUDGET DEAL: NEWS ANALYSIS;","President Clinton is able to bend Federal budget negotiations to his will"
8206,1998,1,105,"THE BUDGET DEAL: THE OVERVIEW;","Clinton and Congress reach agreement on final portion of the nation's budget"
8207,1998,16,1602,"YUGOSLAV LEADER IS NOT COMPLYING WITH KOSOVO PACT","Yugoslav leader Milosevic has not complied with NATO demands to withdraw troops"
8208,1998,31,3100,"THE POPE'S MESSAGE: THE ENCYCLICAL;","Pope John Paul II delivers encyclical"
8209,1998,19,1926,"Two in Ireland Share Nobel Prize for Peace","Two leaders of the largest Catholic and Protestant parties in Ireland awarded Nobel Prize"
8210,1998,20,2010,"Political Memo;","Gephardt is no longer a critic of President Clinton over the Lewinsky matter"
8211,1998,19,1921,"Locked Together, Mideast Negotiators Chafe","The U.S. brings Palestinian and Israeli leaders together for Mideast negotiations"
8212,1998,16,1602,"REPRIEVE BY NATO ALLOWS MILOSEVIC ANOTHER 10 DAYS","NATO grants President Milosevic of Yugoslavia a reprieve to withdraw troops"
8213,1998,24,2400,"THE 1998 CAMPAIGN: THE REFERENDUM;","Giuliani succeeds in replacing referendum on Yankee Stadium with one on campaign finance"
8214,1998,12,1299,"A Victim Remembered","Remembering gay college student savagely beaten"
8215,1998,1,105,"CONGRESS DELAYS VOTING ON BUDGET UNTIL NEXT WEEK","Congress delays voting on Federal budget packet"
8216,1998,6,601,"Brandeis at 50 Is Still Searching, Still Jewish and Still Not Harvard","Jews struggling on how to position Brandeis University in its middle age"
8217,1998,19,1921,"Taiwan's Old Soldiers, Forsaken in New York","Nationalist veterans demand more retirement benefits fromTaiwan's Government"
8218,1998,19,1921,"Hopes Dim in Haiti","Government impasse in Haiti evaporates hope for prosperity and stability"
8219,1998,5,502,"Wisconsin Welfare Experiment: Easy to Say, Not So Easy to Do","Wisconsin's efforts to move welfare recipients into workforce"
8220,1998,19,1921,"BRITAIN ARRESTS PINOCHET TO FACE CHARGES BY SPAIN","Britain arrests Pinochet to face charges by Spain"
